dataset,model,trial,loss,type,total_time,metrics.rouge1,metrics.rouge2,metrics.rougeL,metrics.rougeLsum,metrics.bertscore_f1,metrics.bertscore_precision,metrics.bertscore_recall
xsum,opt-125m,28,0.8843031093186023,beam search,47.27946615219116,0.2919125589458219,0.09350212697014819,0.23690488436811108,0.23722255761156796,0.8843031093186023,0.8933970180212283,0.8756493271565905
xsum,opt-125m,29,0.8809581942418042,beam search top-k sampling,60.11728572845459,0.2758993175756581,0.0790498942911299,0.22022314017847083,0.22084473688667777,0.8809581942418042,0.890450596225028,0.8719179735464209
xsum,opt-125m,30,0.8843031093186023,beam search,47.2182936668396,0.2919125589458219,0.09350212697014819,0.23690488436811108,0.23722255761156796,0.8843031093186023,0.8933970180212283,0.8756493271565905
xsum,opt-125m,31,0.8548607031504313,top-p nucleus top-k sampling,13.089922904968262,0.16182619667269632,0.020291866631593533,0.11950230188844757,0.11969783963774744,0.8548607031504313,0.8527020367921567,0.8572504421075186
xsum,opt-125m,32,0.8501642650248957,multinomial sampling,13.351520776748657,0.19644445315317433,0.03692162508537705,0.15960678201518577,0.16006328972221504,0.8501642650248957,0.846339693256453,0.8543275536275378
xsum,opt-125m,33,0.8557645772017685,truncation multinomial sampling,13.574893474578857,0.20560348163472825,0.036054453254444924,0.1539774890326199,0.1548803295788506,0.8557645772017685,0.8511100428945878,0.8607192565413082
xsum,opt-125m,34,0.8843031093186023,beam search,47.288875579833984,0.2919125589458219,0.09350212697014819,0.23690488436811108,0.23722255761156796,0.8843031093186023,0.8933970180212283,0.8756493271565905
xsum,opt-125m,35,0.8447530941635955,top-p nucleus multinomial sampling,14.24495267868042,0.16329680948172925,0.02485790513242391,0.12707547462237384,0.1272495051215593,0.8447530941635955,0.8385095444380068,0.8513517046675962
xsum,opt-125m,36,0.8826370841147853,beam search,43.89362120628357,0.2907161553160661,0.0981444667822155,0.23734529916900493,0.23824196877659126,0.8826370841147853,0.8896844375367258,0.8759298377177295
xsum,opt-125m,37,0.8842889736680424,beam search,17.31877064704895,0.2940192636531877,0.09767260222777432,0.23846685828071468,0.239594592638177,0.8842889736680424,0.8909299917080823,0.878026707499635
xsum,opt-125m,38,0.8760101935442757,multinomial sampling,10.920993328094482,0.2684534337663572,0.06464244254561213,0.206195346419408,0.20709049586999978,0.8760101935442757,0.878500739733378,0.8738238840710884
xsum,opt-125m,39,0.8770239575236451,greedy decoding,11.255115747451782,0.27116362199431077,0.07265728990499531,0.21592043519561982,0.21611050583069047,0.8770239575236451,0.8806202300623351,0.8737502694129944
xsum,opt-125m,40,0.8829548101799161,beam search top-k sampling,74.33020114898682,0.29164058542558213,0.09199825513900692,0.2380449504621992,0.239185322096186,0.8829548101799161,0.8908805479021633,0.8754524015912822
xsum,opt-125m,41,0.8825664847504859,grouped beam search,17.719292402267456,0.28032142108488634,0.09081881818234161,0.2333215307392092,0.23408668240849523,0.8825664847504859,0.8904058681983574,0.8751546132798288
